"Theta_Rows","R_Rows"
"solcap_snp_c2_11312","solcap_snp_c2_11312"
"solcap_snp_c2_11313","solcap_snp_c2_11313"
"solcap_snp_c2_11314","solcap_snp_c2_11314"
"solcap_snp_c2_11315","solcap_snp_c2_11315"
"solcap_snp_c2_11316","solcap_snp_c2_11316"
"solcap_snp_c2_11318","solcap_snp_c2_11318"
"solcap_snp_c2_11319","solcap_snp_c2_11319"
"solcap_snp_c2_11330","solcap_snp_c2_11330"
"solcap_snp_c2_11332","solcap_snp_c2_11332"
"solcap_snp_c2_11333","solcap_snp_c2_11333"
"solcap_snp_c2_11334","solcap_snp_c2_11334"
"solcap_snp_c2_11362","solcap_snp_c2_11362"
"solcap_snp_c2_11364","solcap_snp_c2_11364"
"solcap_snp_c2_11366","solcap_snp_c2_11366"
"solcap_snp_c2_11369","solcap_snp_c2_11369"
"solcap_snp_c2_11377","solcap_snp_c2_11377"
"solcap_snp_c2_11386","solcap_snp_c2_11386"
"solcap_snp_c2_11400","solcap_snp_c2_11400"
"solcap_snp_c2_11404","solcap_snp_c2_11404"
"solcap_snp_c2_11425","solcap_snp_c2_11425"
"solcap_snp_c2_11427","solcap_snp_c2_11427"
"solcap_snp_c2_11432","solcap_snp_c2_11432"
"solcap_snp_c2_11435","solcap_snp_c2_11435"
"solcap_snp_c2_11479","solcap_snp_c2_11479"
"solcap_snp_c2_11487","solcap_snp_c2_11487"
"solcap_snp_c2_11488","solcap_snp_c2_11488"
"solcap_snp_c2_11489","solcap_snp_c2_11489"
"solcap_snp_c2_11490","solcap_snp_c2_11490"
"solcap_snp_c2_11491","solcap_snp_c2_11491"
"solcap_snp_c2_11516","solcap_snp_c2_11516"
"solcap_snp_c2_11534","solcap_snp_c2_11534"
"solcap_snp_c2_11549","solcap_snp_c2_11549"
"solcap_snp_c2_1155","solcap_snp_c2_1155"
"solcap_snp_c2_11564","solcap_snp_c2_11564"
"solcap_snp_c2_11568","solcap_snp_c2_11568"
"solcap_snp_c2_11569","solcap_snp_c2_11569"
"solcap_snp_c2_1157","solcap_snp_c2_1157"
"solcap_snp_c2_11570","solcap_snp_c2_11570"
"solcap_snp_c2_11571","solcap_snp_c2_11571"
"solcap_snp_c2_11584","solcap_snp_c2_11584"
"solcap_snp_c2_11587","solcap_snp_c2_11587"
"solcap_snp_c2_11590","solcap_snp_c2_11590"
"solcap_snp_c2_11591","solcap_snp_c2_11591"
"solcap_snp_c2_11604","solcap_snp_c2_11604"
"solcap_snp_c2_11605","solcap_snp_c2_11605"
"solcap_snp_c2_11609","solcap_snp_c2_11609"
"solcap_snp_c2_11679","solcap_snp_c2_11679"
"solcap_snp_c2_11685","solcap_snp_c2_11685"
"solcap_snp_c2_11688","solcap_snp_c2_11688"
"solcap_snp_c2_11695","solcap_snp_c2_11695"
"solcap_snp_c2_11696","solcap_snp_c2_11696"
"solcap_snp_c2_11707","solcap_snp_c2_11707"
"solcap_snp_c2_11712","solcap_snp_c2_11712"
"solcap_snp_c2_11724","solcap_snp_c2_11724"
"solcap_snp_c2_11725","solcap_snp_c2_11725"
"solcap_snp_c2_11726","solcap_snp_c2_11726"
"solcap_snp_c2_11727","solcap_snp_c2_11727"
"solcap_snp_c2_11728","solcap_snp_c2_11728"
"solcap_snp_c2_11729","solcap_snp_c2_11729"
"solcap_snp_c2_11730","solcap_snp_c2_11730"
"solcap_snp_c2_11731","solcap_snp_c2_11731"
"solcap_snp_c2_11732","solcap_snp_c2_11732"
"solcap_snp_c2_11733","solcap_snp_c2_11733"
"solcap_snp_c2_11734","solcap_snp_c2_11734"
"solcap_snp_c2_11735","solcap_snp_c2_11735"
"solcap_snp_c2_11736","solcap_snp_c2_11736"
"solcap_snp_c2_11737","solcap_snp_c2_11737"
"solcap_snp_c2_11739","solcap_snp_c2_11739"
"solcap_snp_c2_11740","solcap_snp_c2_11740"
"solcap_snp_c2_11741","solcap_snp_c2_11741"
"solcap_snp_c2_11742","solcap_snp_c2_11742"
"solcap_snp_c2_11743","solcap_snp_c2_11743"
"solcap_snp_c2_11744","solcap_snp_c2_11744"
"solcap_snp_c2_11745","solcap_snp_c2_11745"
"solcap_snp_c2_11746","solcap_snp_c2_11746"
"solcap_snp_c2_11747","solcap_snp_c2_11747"
"solcap_snp_c2_11758","solcap_snp_c2_11758"
"solcap_snp_c2_11766","solcap_snp_c2_11766"
"solcap_snp_c2_11786","solcap_snp_c2_11786"
"solcap_snp_c2_1181","solcap_snp_c2_1181"
"solcap_snp_c2_11829","solcap_snp_c2_11829"
"solcap_snp_c2_11923","solcap_snp_c2_11923"
"solcap_snp_c2_11924","solcap_snp_c2_11924"
"solcap_snp_c2_11925","solcap_snp_c2_11925"
"solcap_snp_c2_11977","solcap_snp_c2_11977"
"solcap_snp_c2_11987","solcap_snp_c2_11987"
"solcap_snp_c2_12076","solcap_snp_c2_12076"
"solcap_snp_c2_1209","solcap_snp_c2_1209"
"solcap_snp_c2_12106","solcap_snp_c2_12106"
"solcap_snp_c2_12123","solcap_snp_c2_12123"
"solcap_snp_c2_12124","solcap_snp_c2_12124"
"solcap_snp_c2_12125","solcap_snp_c2_12125"
"solcap_snp_c2_12126","solcap_snp_c2_12126"
"solcap_snp_c2_12167","solcap_snp_c2_12167"
"solcap_snp_c2_1220","solcap_snp_c2_1220"
"solcap_snp_c2_12215","solcap_snp_c2_12215"
"solcap_snp_c2_12216","solcap_snp_c2_12216"
"solcap_snp_c2_12217","solcap_snp_c2_12217"
"solcap_snp_c2_12242","solcap_snp_c2_12242"
"solcap_snp_c2_12252","solcap_snp_c2_12252"
"solcap_snp_c2_12259","solcap_snp_c2_12259"
"solcap_snp_c2_12263","solcap_snp_c2_12263"
"solcap_snp_c2_12265","solcap_snp_c2_12265"
"solcap_snp_c2_12266","solcap_snp_c2_12266"
"solcap_snp_c2_12267","solcap_snp_c2_12267"
"solcap_snp_c2_12276","solcap_snp_c2_12276"
"solcap_snp_c2_12290","solcap_snp_c2_12290"
"solcap_snp_c2_12297","solcap_snp_c2_12297"
"solcap_snp_c2_12333","solcap_snp_c2_12333"
"solcap_snp_c2_12334","solcap_snp_c2_12334"
"solcap_snp_c2_12368","solcap_snp_c2_12368"
"solcap_snp_c2_12397","solcap_snp_c2_12397"
"solcap_snp_c2_12398","solcap_snp_c2_12398"
"solcap_snp_c2_12399","solcap_snp_c2_12399"
"solcap_snp_c2_12400","solcap_snp_c2_12400"
"solcap_snp_c2_12402","solcap_snp_c2_12402"
"solcap_snp_c2_12403","solcap_snp_c2_12403"
"solcap_snp_c2_12404","solcap_snp_c2_12404"
"solcap_snp_c2_12405","solcap_snp_c2_12405"
"solcap_snp_c2_12411","solcap_snp_c2_12411"
"solcap_snp_c2_12420","solcap_snp_c2_12420"
"solcap_snp_c2_12432","solcap_snp_c2_12432"
"solcap_snp_c2_12498","solcap_snp_c2_12498"
"solcap_snp_c2_12510","solcap_snp_c2_12510"
"solcap_snp_c2_12522","solcap_snp_c2_12522"
"solcap_snp_c2_12526","solcap_snp_c2_12526"
"solcap_snp_c2_12527","solcap_snp_c2_12527"
"solcap_snp_c2_12528","solcap_snp_c2_12528"
"solcap_snp_c2_12529","solcap_snp_c2_12529"
"solcap_snp_c2_12530","solcap_snp_c2_12530"
"solcap_snp_c2_12531","solcap_snp_c2_12531"
"solcap_snp_c2_12565","solcap_snp_c2_12565"
"solcap_snp_c2_12567","solcap_snp_c2_12567"
"solcap_snp_c2_12578","solcap_snp_c2_12578"
"solcap_snp_c2_12595","solcap_snp_c2_12595"
"solcap_snp_c2_12596","solcap_snp_c2_12596"
"solcap_snp_c2_12597","solcap_snp_c2_12597"
"solcap_snp_c2_12598","solcap_snp_c2_12598"
"solcap_snp_c2_12599","solcap_snp_c2_12599"
"solcap_snp_c2_12600","solcap_snp_c2_12600"
"solcap_snp_c2_12601","solcap_snp_c2_12601"
"solcap_snp_c2_12602","solcap_snp_c2_12602"
"solcap_snp_c2_12603","solcap_snp_c2_12603"
"solcap_snp_c2_12622","solcap_snp_c2_12622"
"solcap_snp_c2_1263","solcap_snp_c2_1263"
"solcap_snp_c2_12696","solcap_snp_c2_12696"
"solcap_snp_c2_12720","solcap_snp_c2_12720"
"solcap_snp_c2_12746","solcap_snp_c2_12746"
"solcap_snp_c2_12758","solcap_snp_c2_12758"
"solcap_snp_c2_12760","solcap_snp_c2_12760"
"solcap_snp_c2_12761","solcap_snp_c2_12761"
"solcap_snp_c2_12770","solcap_snp_c2_12770"
"solcap_snp_c2_12778","solcap_snp_c2_12778"
"solcap_snp_c2_12779","solcap_snp_c2_12779"
"solcap_snp_c2_12780","solcap_snp_c2_12780"
"solcap_snp_c2_12781","solcap_snp_c2_12781"
"solcap_snp_c2_12782","solcap_snp_c2_12782"
"solcap_snp_c2_12783","solcap_snp_c2_12783"
"solcap_snp_c2_12784","solcap_snp_c2_12784"
"solcap_snp_c2_12785","solcap_snp_c2_12785"
"solcap_snp_c2_12786","solcap_snp_c2_12786"
"solcap_snp_c2_12787","solcap_snp_c2_12787"
"solcap_snp_c2_12788","solcap_snp_c2_12788"
"solcap_snp_c2_12789","solcap_snp_c2_12789"
"solcap_snp_c2_12790","solcap_snp_c2_12790"
"solcap_snp_c2_12791","solcap_snp_c2_12791"
"solcap_snp_c2_12807","solcap_snp_c2_12807"
"solcap_snp_c2_12855","solcap_snp_c2_12855"
"solcap_snp_c2_12863","solcap_snp_c2_12863"
"solcap_snp_c2_12902","solcap_snp_c2_12902"
"solcap_snp_c2_12903","solcap_snp_c2_12903"
"solcap_snp_c2_12913","solcap_snp_c2_12913"
"solcap_snp_c2_12917","solcap_snp_c2_12917"
"solcap_snp_c2_12921","solcap_snp_c2_12921"
"solcap_snp_c2_12924","solcap_snp_c2_12924"
"solcap_snp_c2_12928","solcap_snp_c2_12928"
"solcap_snp_c2_12930","solcap_snp_c2_12930"
"solcap_snp_c2_12936","solcap_snp_c2_12936"
"solcap_snp_c2_12937","solcap_snp_c2_12937"
"solcap_snp_c2_12938","solcap_snp_c2_12938"
"solcap_snp_c2_12945","solcap_snp_c2_12945"
"solcap_snp_c2_12947","solcap_snp_c2_12947"
"solcap_snp_c2_12953","solcap_snp_c2_12953"
"solcap_snp_c2_12954","solcap_snp_c2_12954"
"solcap_snp_c2_12955","solcap_snp_c2_12955"
"solcap_snp_c2_12956","solcap_snp_c2_12956"
"solcap_snp_c2_12957","solcap_snp_c2_12957"
"solcap_snp_c2_12958","solcap_snp_c2_12958"
"solcap_snp_c2_12959","solcap_snp_c2_12959"
"solcap_snp_c2_1296","solcap_snp_c2_1296"
"solcap_snp_c2_12976","solcap_snp_c2_12976"
"solcap_snp_c2_12981","solcap_snp_c2_12981"
"solcap_snp_c2_13023","solcap_snp_c2_13023"
"solcap_snp_c2_13035","solcap_snp_c2_13035"
"solcap_snp_c2_1305","solcap_snp_c2_1305"
"solcap_snp_c2_13051","solcap_snp_c2_13051"
"solcap_snp_c2_13060","solcap_snp_c2_13060"
"solcap_snp_c2_13065","solcap_snp_c2_13065"
"solcap_snp_c2_13132","solcap_snp_c2_13132"
"solcap_snp_c2_13133","solcap_snp_c2_13133"
"solcap_snp_c2_13134","solcap_snp_c2_13134"
"solcap_snp_c2_13135","solcap_snp_c2_13135"
"solcap_snp_c2_13136","solcap_snp_c2_13136"
"solcap_snp_c2_13138","solcap_snp_c2_13138"
"solcap_snp_c2_13139","solcap_snp_c2_13139"
"solcap_snp_c2_13158","solcap_snp_c2_13158"
"solcap_snp_c2_13163","solcap_snp_c2_13163"
"solcap_snp_c2_13177","solcap_snp_c2_13177"
"solcap_snp_c2_13180","solcap_snp_c2_13180"
"solcap_snp_c2_13188","solcap_snp_c2_13188"
"solcap_snp_c2_13193","solcap_snp_c2_13193"
"solcap_snp_c2_13194","solcap_snp_c2_13194"
"solcap_snp_c2_13211","solcap_snp_c2_13211"
"solcap_snp_c2_13242","solcap_snp_c2_13242"
"solcap_snp_c2_13273","solcap_snp_c2_13273"
"solcap_snp_c2_13281","solcap_snp_c2_13281"
"solcap_snp_c2_13293","solcap_snp_c2_13293"
"solcap_snp_c2_133","solcap_snp_c2_133"
"solcap_snp_c2_13304","solcap_snp_c2_13304"
"solcap_snp_c2_13322","solcap_snp_c2_13322"
"solcap_snp_c2_13345","solcap_snp_c2_13345"
"solcap_snp_c2_13350","solcap_snp_c2_13350"
"solcap_snp_c2_13355","solcap_snp_c2_13355"
"solcap_snp_c2_13364","solcap_snp_c2_13364"
"solcap_snp_c2_13385","solcap_snp_c2_13385"
"solcap_snp_c2_13419","solcap_snp_c2_13419"
"solcap_snp_c2_13430","solcap_snp_c2_13430"
"solcap_snp_c2_13431","solcap_snp_c2_13431"
"solcap_snp_c2_13432","solcap_snp_c2_13432"
"solcap_snp_c2_1345","solcap_snp_c2_1345"
"solcap_snp_c2_13566","solcap_snp_c2_13566"
"solcap_snp_c2_13590","solcap_snp_c2_13590"
"solcap_snp_c2_13593","solcap_snp_c2_13593"
"solcap_snp_c2_13594","solcap_snp_c2_13594"
"solcap_snp_c2_13595","solcap_snp_c2_13595"
"solcap_snp_c2_13613","solcap_snp_c2_13613"
"solcap_snp_c2_13627","solcap_snp_c2_13627"
"solcap_snp_c2_13628","solcap_snp_c2_13628"
"solcap_snp_c2_13629","solcap_snp_c2_13629"
"solcap_snp_c2_13632","solcap_snp_c2_13632"
"solcap_snp_c2_13633","solcap_snp_c2_13633"
"solcap_snp_c2_13634","solcap_snp_c2_13634"
"solcap_snp_c2_13636","solcap_snp_c2_13636"
"solcap_snp_c2_13645","solcap_snp_c2_13645"
"solcap_snp_c2_13650","solcap_snp_c2_13650"
"solcap_snp_c2_13653","solcap_snp_c2_13653"
"solcap_snp_c2_13671","solcap_snp_c2_13671"
"solcap_snp_c2_13675","solcap_snp_c2_13675"
"solcap_snp_c2_13676","solcap_snp_c2_13676"
"solcap_snp_c2_13681","solcap_snp_c2_13681"
"solcap_snp_c2_13686","solcap_snp_c2_13686"
"solcap_snp_c2_13751","solcap_snp_c2_13751"
"solcap_snp_c2_13758","solcap_snp_c2_13758"
"solcap_snp_c2_13766","solcap_snp_c2_13766"
"solcap_snp_c2_13798","solcap_snp_c2_13798"
"solcap_snp_c2_13811","solcap_snp_c2_13811"
"solcap_snp_c2_13818","solcap_snp_c2_13818"
"solcap_snp_c2_13821","solcap_snp_c2_13821"
"solcap_snp_c2_13825","solcap_snp_c2_13825"
"solcap_snp_c2_13856","solcap_snp_c2_13856"
"solcap_snp_c2_13865","solcap_snp_c2_13865"
"solcap_snp_c2_13882","solcap_snp_c2_13882"
"solcap_snp_c2_13889","solcap_snp_c2_13889"
"solcap_snp_c2_13908","solcap_snp_c2_13908"
"solcap_snp_c2_13918","solcap_snp_c2_13918"
"solcap_snp_c2_13951","solcap_snp_c2_13951"
"solcap_snp_c2_13969","solcap_snp_c2_13969"
"solcap_snp_c2_13987","solcap_snp_c2_13987"
"solcap_snp_c2_14017","solcap_snp_c2_14017"
"solcap_snp_c2_14064","solcap_snp_c2_14064"
"solcap_snp_c2_14155","solcap_snp_c2_14155"
"solcap_snp_c2_14258","solcap_snp_c2_14258"
"solcap_snp_c2_14274","solcap_snp_c2_14274"
"solcap_snp_c2_14350","solcap_snp_c2_14350"
"solcap_snp_c2_14365","solcap_snp_c2_14365"
"solcap_snp_c2_14366","solcap_snp_c2_14366"
"solcap_snp_c2_14411","solcap_snp_c2_14411"
"solcap_snp_c2_14419","solcap_snp_c2_14419"
"solcap_snp_c2_14420","solcap_snp_c2_14420"
"solcap_snp_c2_14424","solcap_snp_c2_14424"
"solcap_snp_c2_14425","solcap_snp_c2_14425"
"solcap_snp_c2_14467","solcap_snp_c2_14467"
"solcap_snp_c2_14468","solcap_snp_c2_14468"
"solcap_snp_c2_14469","solcap_snp_c2_14469"
"solcap_snp_c2_14470","solcap_snp_c2_14470"
"solcap_snp_c2_14487","solcap_snp_c2_14487"
"solcap_snp_c2_14489","solcap_snp_c2_14489"
"solcap_snp_c2_14490","solcap_snp_c2_14490"
"solcap_snp_c2_14491","solcap_snp_c2_14491"
"solcap_snp_c2_14492","solcap_snp_c2_14492"
"solcap_snp_c2_14493","solcap_snp_c2_14493"
"solcap_snp_c2_14495","solcap_snp_c2_14495"
"solcap_snp_c2_14580","solcap_snp_c2_14580"
"solcap_snp_c2_14589","solcap_snp_c2_14589"
"solcap_snp_c2_14595","solcap_snp_c2_14595"
"solcap_snp_c2_14608","solcap_snp_c2_14608"
"solcap_snp_c2_14609","solcap_snp_c2_14609"
"solcap_snp_c2_14613","solcap_snp_c2_14613"
"solcap_snp_c2_14616","solcap_snp_c2_14616"
"solcap_snp_c2_14623","solcap_snp_c2_14623"
"solcap_snp_c2_14631","solcap_snp_c2_14631"
"solcap_snp_c2_14632","solcap_snp_c2_14632"
"solcap_snp_c2_14633","solcap_snp_c2_14633"
"solcap_snp_c2_14635","solcap_snp_c2_14635"
"solcap_snp_c2_14636","solcap_snp_c2_14636"
"solcap_snp_c2_14637","solcap_snp_c2_14637"
"solcap_snp_c2_14639","solcap_snp_c2_14639"
"solcap_snp_c2_14640","solcap_snp_c2_14640"
"solcap_snp_c2_14641","solcap_snp_c2_14641"
"solcap_snp_c2_14642","solcap_snp_c2_14642"
"solcap_snp_c2_14643","solcap_snp_c2_14643"
"solcap_snp_c2_14645","solcap_snp_c2_14645"
"solcap_snp_c2_14648","solcap_snp_c2_14648"
"solcap_snp_c2_14657","solcap_snp_c2_14657"
"solcap_snp_c2_14690","solcap_snp_c2_14690"
"solcap_snp_c2_14703","solcap_snp_c2_14703"
"solcap_snp_c2_14704","solcap_snp_c2_14704"
"solcap_snp_c2_14706","solcap_snp_c2_14706"
"solcap_snp_c2_14707","solcap_snp_c2_14707"
"solcap_snp_c2_14708","solcap_snp_c2_14708"
"solcap_snp_c2_14709","solcap_snp_c2_14709"
"solcap_snp_c2_14728","solcap_snp_c2_14728"
"solcap_snp_c2_14730","solcap_snp_c2_14730"
"solcap_snp_c2_14731","solcap_snp_c2_14731"
"solcap_snp_c2_14733","solcap_snp_c2_14733"
"solcap_snp_c2_14740","solcap_snp_c2_14740"
"solcap_snp_c2_14741","solcap_snp_c2_14741"
"solcap_snp_c2_1475","solcap_snp_c2_1475"
"solcap_snp_c2_14760","solcap_snp_c2_14760"
"solcap_snp_c2_14761","solcap_snp_c2_14761"
"solcap_snp_c2_14762","solcap_snp_c2_14762"
"solcap_snp_c2_14763","solcap_snp_c2_14763"
"solcap_snp_c2_14764","solcap_snp_c2_14764"
"solcap_snp_c2_14765","solcap_snp_c2_14765"
"solcap_snp_c2_14766","solcap_snp_c2_14766"
"solcap_snp_c2_14767","solcap_snp_c2_14767"
"solcap_snp_c2_14772","solcap_snp_c2_14772"
"solcap_snp_c2_14779","solcap_snp_c2_14779"
"solcap_snp_c2_14792","solcap_snp_c2_14792"
"solcap_snp_c2_14793","solcap_snp_c2_14793"
"solcap_snp_c2_14794","solcap_snp_c2_14794"
"solcap_snp_c2_148","solcap_snp_c2_148"
"solcap_snp_c2_14809","solcap_snp_c2_14809"
"solcap_snp_c2_14827","solcap_snp_c2_14827"
"solcap_snp_c2_1483","solcap_snp_c2_1483"
"solcap_snp_c2_14838","solcap_snp_c2_14838"
"solcap_snp_c2_14839","solcap_snp_c2_14839"
"solcap_snp_c2_1484","solcap_snp_c2_1484"
"solcap_snp_c2_14840","solcap_snp_c2_14840"
"solcap_snp_c2_14841","solcap_snp_c2_14841"
"solcap_snp_c2_14843","solcap_snp_c2_14843"
"solcap_snp_c2_14848","solcap_snp_c2_14848"
"solcap_snp_c2_1485","solcap_snp_c2_1485"
"solcap_snp_c2_14857","solcap_snp_c2_14857"
"solcap_snp_c2_1486","solcap_snp_c2_1486"
"solcap_snp_c2_149","solcap_snp_c2_149"
"solcap_snp_c2_14903","solcap_snp_c2_14903"
"solcap_snp_c2_14924","solcap_snp_c2_14924"
"solcap_snp_c2_1493","solcap_snp_c2_1493"
"solcap_snp_c2_14930","solcap_snp_c2_14930"
"solcap_snp_c2_14939","solcap_snp_c2_14939"
"solcap_snp_c2_1494","solcap_snp_c2_1494"
"solcap_snp_c2_14940","solcap_snp_c2_14940"
"solcap_snp_c2_14946","solcap_snp_c2_14946"
"solcap_snp_c2_14947","solcap_snp_c2_14947"
"solcap_snp_c2_14948","solcap_snp_c2_14948"
"solcap_snp_c2_14950","solcap_snp_c2_14950"
"solcap_snp_c2_14951","solcap_snp_c2_14951"
"solcap_snp_c2_14952","solcap_snp_c2_14952"
"solcap_snp_c2_14953","solcap_snp_c2_14953"
"solcap_snp_c2_14954","solcap_snp_c2_14954"
"solcap_snp_c2_14977","solcap_snp_c2_14977"
"solcap_snp_c2_14978","solcap_snp_c2_14978"
"solcap_snp_c2_14979","solcap_snp_c2_14979"
"solcap_snp_c2_14980","solcap_snp_c2_14980"
"solcap_snp_c2_14981","solcap_snp_c2_14981"
"solcap_snp_c2_14982","solcap_snp_c2_14982"
"solcap_snp_c2_14983","solcap_snp_c2_14983"
"solcap_snp_c2_14985","solcap_snp_c2_14985"
"solcap_snp_c2_14986","solcap_snp_c2_14986"
"solcap_snp_c2_14987","solcap_snp_c2_14987"
"solcap_snp_c2_14988","solcap_snp_c2_14988"
"solcap_snp_c2_14989","solcap_snp_c2_14989"
"solcap_snp_c2_150","solcap_snp_c2_150"
"solcap_snp_c2_15018","solcap_snp_c2_15018"
"solcap_snp_c2_15021","solcap_snp_c2_15021"
"solcap_snp_c2_15040","solcap_snp_c2_15040"
"solcap_snp_c2_15041","solcap_snp_c2_15041"
"solcap_snp_c2_15042","solcap_snp_c2_15042"
"solcap_snp_c2_15043","solcap_snp_c2_15043"
"solcap_snp_c2_15044","solcap_snp_c2_15044"
"solcap_snp_c2_15045","solcap_snp_c2_15045"
"solcap_snp_c2_15046","solcap_snp_c2_15046"
"solcap_snp_c2_15047","solcap_snp_c2_15047"
"solcap_snp_c2_15048","solcap_snp_c2_15048"
"solcap_snp_c2_1505","solcap_snp_c2_1505"
"solcap_snp_c2_1506","solcap_snp_c2_1506"
"solcap_snp_c2_15065","solcap_snp_c2_15065"
"solcap_snp_c2_15066","solcap_snp_c2_15066"
"solcap_snp_c2_15067","solcap_snp_c2_15067"
"solcap_snp_c2_15068","solcap_snp_c2_15068"
"solcap_snp_c2_15069","solcap_snp_c2_15069"
"solcap_snp_c2_15070","solcap_snp_c2_15070"
"solcap_snp_c2_1508","solcap_snp_c2_1508"
"solcap_snp_c2_151","solcap_snp_c2_151"
"solcap_snp_c2_1511","solcap_snp_c2_1511"
"solcap_snp_c2_1514","solcap_snp_c2_1514"
"solcap_snp_c2_15253","solcap_snp_c2_15253"
"solcap_snp_c2_15255","solcap_snp_c2_15255"
"solcap_snp_c2_15268","solcap_snp_c2_15268"
"solcap_snp_c2_15329","solcap_snp_c2_15329"
"solcap_snp_c2_1533","solcap_snp_c2_1533"
"solcap_snp_c2_15330","solcap_snp_c2_15330"
"solcap_snp_c2_15331","solcap_snp_c2_15331"
"solcap_snp_c2_15332","solcap_snp_c2_15332"
"solcap_snp_c2_15333","solcap_snp_c2_15333"
"solcap_snp_c2_15334","solcap_snp_c2_15334"
"solcap_snp_c2_15335","solcap_snp_c2_15335"
"solcap_snp_c2_15336","solcap_snp_c2_15336"
"solcap_snp_c2_15337","solcap_snp_c2_15337"
"solcap_snp_c2_15338","solcap_snp_c2_15338"
"solcap_snp_c2_15340","solcap_snp_c2_15340"
"solcap_snp_c2_15341","solcap_snp_c2_15341"
"solcap_snp_c2_15342","solcap_snp_c2_15342"
"solcap_snp_c2_1536","solcap_snp_c2_1536"
"solcap_snp_c2_15388","solcap_snp_c2_15388"
"solcap_snp_c2_1542","solcap_snp_c2_1542"
"solcap_snp_c2_1545","solcap_snp_c2_1545"
"solcap_snp_c2_15468","solcap_snp_c2_15468"
"solcap_snp_c2_15528","solcap_snp_c2_15528"
"solcap_snp_c2_15529","solcap_snp_c2_15529"
"solcap_snp_c2_15530","solcap_snp_c2_15530"
"solcap_snp_c2_15532","solcap_snp_c2_15532"
"solcap_snp_c2_15533","solcap_snp_c2_15533"
"solcap_snp_c2_15534","solcap_snp_c2_15534"
"solcap_snp_c2_15535","solcap_snp_c2_15535"
"solcap_snp_c2_15536","solcap_snp_c2_15536"
"solcap_snp_c2_1556","solcap_snp_c2_1556"
"solcap_snp_c2_1560","solcap_snp_c2_1560"
"solcap_snp_c2_15603","solcap_snp_c2_15603"
"solcap_snp_c2_15605","solcap_snp_c2_15605"
"solcap_snp_c2_15606","solcap_snp_c2_15606"
"solcap_snp_c2_15658","solcap_snp_c2_15658"
"solcap_snp_c2_1567","solcap_snp_c2_1567"
"solcap_snp_c2_15676","solcap_snp_c2_15676"
"solcap_snp_c2_15722","solcap_snp_c2_15722"
"solcap_snp_c2_15749","solcap_snp_c2_15749"
"solcap_snp_c2_1579","solcap_snp_c2_1579"
"solcap_snp_c2_15796","solcap_snp_c2_15796"
"solcap_snp_c2_15803","solcap_snp_c2_15803"
"solcap_snp_c2_15804","solcap_snp_c2_15804"
"solcap_snp_c2_15810","solcap_snp_c2_15810"
"solcap_snp_c2_15818","solcap_snp_c2_15818"
"solcap_snp_c2_15826","solcap_snp_c2_15826"
"solcap_snp_c2_15829","solcap_snp_c2_15829"
"solcap_snp_c2_15834","solcap_snp_c2_15834"
"solcap_snp_c2_15859","solcap_snp_c2_15859"
"solcap_snp_c2_15874","solcap_snp_c2_15874"
"solcap_snp_c2_15905","solcap_snp_c2_15905"
"solcap_snp_c2_15908","solcap_snp_c2_15908"
"solcap_snp_c2_15917","solcap_snp_c2_15917"
"solcap_snp_c2_15923","solcap_snp_c2_15923"
"solcap_snp_c2_15925","solcap_snp_c2_15925"
"solcap_snp_c2_15928","solcap_snp_c2_15928"
"solcap_snp_c2_15929","solcap_snp_c2_15929"
"solcap_snp_c2_15982","solcap_snp_c2_15982"
"solcap_snp_c2_16004","solcap_snp_c2_16004"
"solcap_snp_c2_16025","solcap_snp_c2_16025"
"solcap_snp_c2_16039","solcap_snp_c2_16039"
"solcap_snp_c2_16135","solcap_snp_c2_16135"
"solcap_snp_c2_16156","solcap_snp_c2_16156"
"solcap_snp_c2_1616","solcap_snp_c2_1616"
"solcap_snp_c2_16168","solcap_snp_c2_16168"
"solcap_snp_c2_16169","solcap_snp_c2_16169"
"solcap_snp_c2_16170","solcap_snp_c2_16170"
"solcap_snp_c2_16182","solcap_snp_c2_16182"
"solcap_snp_c2_16200","solcap_snp_c2_16200"
"solcap_snp_c2_16204","solcap_snp_c2_16204"
"solcap_snp_c2_16238","solcap_snp_c2_16238"
"solcap_snp_c2_16273","solcap_snp_c2_16273"
"solcap_snp_c2_16274","solcap_snp_c2_16274"
"solcap_snp_c2_16275","solcap_snp_c2_16275"
"solcap_snp_c2_16276","solcap_snp_c2_16276"
"solcap_snp_c2_16277","solcap_snp_c2_16277"
"solcap_snp_c2_16278","solcap_snp_c2_16278"
"solcap_snp_c2_16279","solcap_snp_c2_16279"
"solcap_snp_c2_16286","solcap_snp_c2_16286"
"solcap_snp_c2_16294","solcap_snp_c2_16294"
"solcap_snp_c2_16298","solcap_snp_c2_16298"
"solcap_snp_c2_16299","solcap_snp_c2_16299"
"solcap_snp_c2_16300","solcap_snp_c2_16300"
"solcap_snp_c2_16302","solcap_snp_c2_16302"
"solcap_snp_c2_16314","solcap_snp_c2_16314"
"solcap_snp_c2_16315","solcap_snp_c2_16315"
"solcap_snp_c2_16324","solcap_snp_c2_16324"
"solcap_snp_c2_16329","solcap_snp_c2_16329"
"solcap_snp_c2_16335","solcap_snp_c2_16335"
"solcap_snp_c2_16341","solcap_snp_c2_16341"
"solcap_snp_c2_16347","solcap_snp_c2_16347"
